Type,Classification,Value,First seen,Last seen
IP address,Kinsing scanner,106.13.210.1,09/08/2022,18/10/2022
IP address,Kinsing scanner,103.45.69.216,09/08/2022,09/08/2022
IP address,Kinsing scanner,113.125.169.55,08/08/2022,08/08/2022
IP address,Kinsing scanner,139.198.43.134,08/08/2022,08/08/2022
IP address,Kinsing scanner,162.142.125.7,08/08/2022,08/08/2022
IP address,Kinsing scanner,209.141.36.112,08/08/2022,08/08/2022
IP address,Kinsing scanner,180.76.242.91,08/08/2022,08/08/2022
IP address,Kinsing scanner,106.13.29.131,08/08/2022,08/08/2022
IP address,Kinsing scanner,47.114.101.117,08/08/2022,08/08/2022
IP address,Kinsing scanner,1.117.176.186,07/08/2022,07/08/2022
IP address,Kinsing scanner,185.7.214.104,07/08/2022,08/08/2022
IP address,Kinsing scanner,162.142.125.220,07/08/2022,20/11/2023
IP address,Kinsing scanner,110.42.139.52,03/08/2022,03/08/2022
IP address,Kinsing scanner,109.237.97.141,31/07/2022,08/03/2023
IP address,Kinsing scanner,95.182.121.73,30/07/2022,22/11/2022
IP address,Kinsing scanner,95.182.123.66,29/07/2022,03/10/2022
IP address,Kinsing scanner,106.13.117.101,23/07/2022,23/07/2022
IP address,Kinsing scanner,182.61.148.48,22/07/2022,22/07/2022
IP address,Kinsing scanner,223.240.104.101,20/07/2022,20/07/2022
IP address,Kinsing scanner,123.57.229.187,20/07/2022,20/07/2022
IP address,Kinsing scanner,111.1.138.20,17/07/2022,17/07/2022
IP address,Kinsing scanner,212.59.64.171,10/07/2022,30/08/2022
IP address,Kinsing scanner,104.244.79.11,10/07/2022,10/07/2022
IP address,Kinsing scanner,81.70.19.195,28/05/2022,28/05/2022
IP address,Kinsing scanner,20.238.43.237,27/05/2022,28/05/2022
IP address,Kinsing scanner,20.120.169.47,22/05/2022,22/05/2022
IP address,Kinsing scanner,20.93.117.194,14/05/2022,14/05/2022
IP address,Kinsing scanner,146.56.175.64,11/05/2022,11/05/2022
IP address,Kinsing scanner,13.79.130.179,29/04/2022,29/04/2022
IP address,Kinsing scanner,40.127.101.96,29/04/2022,30/04/2022
IP address,Kinsing scanner,20.57.136.124,27/04/2022,28/04/2022
IP address,Kinsing scanner,109.237.96.124,27/04/2022,30/11/2023
IP address,Kinsing scanner,95.182.120.164,27/04/2022,29/05/2022
IP address,Kinsing scanner,20.223.204.143,27/04/2022,28/04/2022
IP address,Kinsing scanner,20.57.136.70,26/04/2022,28/04/2022
IP address,Kinsing scanner,205.210.31.143,26/04/2022,26/04/2022
IP address,Kinsing scanner,213.226.123.30,24/04/2022,27/04/2022
